name,name_kr,bre_name,country,category,style,abv,image
I.P.A.,,Table Brewing Co.,KR,ALE,American IPA,6,tableipa.jpg
Pine Pilsner,,Table Brewing Co.,KR,PILSNER,American Imperial Pilsner,4.5,tablepil.png
Eureka Seoul Hop Ale,유레카서울 홉에일,The Booth Brewing,KR,ALE,Hazy IPA,6.5,TB_eurekaseoul_hopale_label_square-01.jpg
The Beer Pilgrim's Porter,술례자 포터,The Booth Brewing,KR,PORTER,Porter,4.9,tbp.jpg
Rudolph Brown Ale,루돌프 브라운 에일,The Booth Brewing,KR,ALE,Brown Ale,4.8,tb-rudolph.jpg
The Great God Of Fun,긍정신 레드 에일,The Booth Brewing,KR,ALE,Irish Red Ale,5,tgg.jpg
Thank You Berry Coffee Stout,,Made In PONG DANG,KR,STOUT,American Stout,5.6,thankyouberry.png
Thanks IPA,덕분에 IPA,Amazing Brewing Company,KR,ALE,India Pale Ale,6.5,tipa.jpg
Taegang Pale Ale,대강 페일에일,The Booth Brewing,KR,ALE,Pale Ale,4.6,tpa.jpg
Two Birds One Stone,일석이조,Magpie Brewing,KR,ALE,American Black Ale,6.8,twobird.jpg
Ubud Herb Ale,우붓 허브에일,The Booth Brewing,KR,ALE,Light Ale,6.2,ub.jpg
Uptowin Witbier,윗동네 윗비어,The Booth Brewing,KR,ETC,Witbier,5,uw.jpg
Veterans IPA,,Gorilla Brewing Company,KR,ALE,India Pale Ale,6.6,veteran.png
Victoria Bitter (VB),빅토리아 비터,"Carlton & United Breweries, Ltd.",AU,LAGER,American Adjunct Lager,4.6,victoriabitter.jpeg
Waterfall Pale Ale,폭포 페일 에일,The Hand and Malt Brewing Company,KR,ALE,Pale Ale,5.2,waterfall.png
Wit My Ex,윗 마이 엑스,The Booth Brewing,KR,ETC,Witbier,5.5,wb.jpg
Seobing-go,서빙고,Korea Craft Brewery,KR,ETC,Belgian Tripel,8.5,west.jpg
Whatever Rye IPA,에라이(Rye) IPA,The Booth Brewing,KR,ALE,Rye IPA,5.5,what.jpg
Winter Souls,겨울동지,Magpie Brewing,KR,ALE,Brown Ale,3.8,wintersouls.jpg
Winter Warmer,윈터워머,Magpie Brewing,KR,ETC,American Barleywine,9,winterwarmer.jpg
West Pangyo IPA,서판교 IPA,The Booth Brewing,KR,ALE,India Pale Ale,6,wp.jpg
W.W.C.D (Winner Winner Chimax Dinner),이겼닭 오늘 저녁은 치맥이닭,Gorilla Brewing Company,KR,ALE,India Pale Ale,6.6,wwcd.jpg
Yeosu Night Ale,여수,Korea Craft Brewery,KR,ALE,Red Ale,5,yeosu.jpg
JagerBrown,,Amazing Brewing Company,KR,ALE,American Brown Ale,5.5,yg.png
Yeon-Nam Ale,연남 Ale,Brew One,KR,ALE,American Amber / Red Ale,4.8,yna.jpg
Young Boss,골목대장,Platinum Craft Beer,KR,ALE,Golden Ale,5,young.jpg
Yuja Gose,유자고제,Galmegi Brewing,KR,ETC,Leipzig Gose,5.5,yuja.jpg
Yuja Surelim,유자 설레임,Wild Waves Brewing,KR,ALE,Sour Ale,5.3,yujas.png
Aromatic Yuzu Ale,향긋한 유자 에일,Amazing Brewing Company,KR,ALE,American Pale Ale (APA),5.5,yuzu.jpg
Zenumeu Blanc,즈므 블랑크,Budnamu Brewery,KR,ETC,Specialty Grain,5.4,zb.jpg
Zzalmac Golden Ale,짤맥 골든 에일,The Hand and Malt Brewing Company,KR,ALE,Golden Ale,4.6,zzal.jpg
Jackie Brown,,Mikkeller ApS,DK,ALE,American Brown Ale,5.9,zzzbale.jpg
C4 Double Coffee Brown Ale,,8 Wired Brewing Co.,NZ,ALE,American Brown Ale,8,zzzbale.jpg
Wynona's Big Brown Ale,,Voodoo Brewery,US,ALE,American Brown Ale,7.5,zzzbale.jpg
Wrath Of Rocky,,Tyranena Brewing Company,US,ALE,American Brown Ale,7.5,zzzbale.jpg
Wrath Of Pecant!,,Dogfish Head Craft Brewery,US,ALE,American Brown Ale,6,zzzbale.jpg
Working Man's Lunch,,Fullsteam Brewery,US,ALE,American Brown Ale,5.7,zzzbale.jpg
Witch Hunt Spiced Harvest Ale,,BridgePort Brewing Co. / Brewpub,US,ALE,American Brown Ale,5.8,zzzbale.jpg
Wilco Tango Foxtrot,,Lagunitas Brewing Company,US,ALE,American Brown Ale,7.8,zzzbale.jpg
Wet Dream,,Evil Twin Brewing,US,ALE,American Brown Ale,6,zzzbale.jpg
"Voodoo Doughnut Pretzel, Raspberry & Chocolate Ale",,Rogue Ales,US,ALE,American Brown Ale,5.4,zzzbale.jpg
Trailblaze Organic Brown Ale,,Appalachian Brewing Company,US,ALE,American Brown Ale,5.3,zzzbale.jpg
The Barista,,Clown Shoes,US,ALE,American Brown Ale,8.5,zzzbale.jpg
Terrapin Reunion Beer 2012,,Terrapin Beer Company,US,ALE,American Brown Ale,7.9,zzzbale.jpg
Terrapin Hop Karma IPA,,Terrapin Beer Company,US,ALE,American Brown Ale,6,zzzbale.jpg
Tejas Marr처n,,Fiddlehead Brewing Company,US,ALE,American Brown Ale,8,zzzbale.jpg
TBA,,Stone Brewing,US,ALE,American Brown Ale,7.1,zzzbale.jpg
SweetWater Hash Brown,,SweetWater Brewing Company,US,ALE,American Brown Ale,6.2,zzzbale.jpg
Sweet Josie Brown Ale,,Lonerider Brewing Company,US,ALE,American Brown Ale,6.1,zzzbale.jpg
Sumatra Mountain Brown,,Founders Brewing Company,US,ALE,American Brown Ale,9,zzzbale.jpg
Spotlight Series: Imperial Mutt Brown Ale,,Stone Brewing,US,ALE,American Brown Ale,9,zzzbale.jpg
Snow Roller,,Magic Hat Brewing Company,US,ALE,American Brown Ale,6.2,zzzbale.jpg
Smuttynose Durty Mud Season Hoppy Brown Ale,,Smuttynose Brewing Company,US,ALE,American Brown Ale,8.4,zzzbale.jpg
Smoove Opferator,,Toppling Goliath Brewing Company,US,ALE,American Brown Ale,5.5,zzzbale.jpg
Slow-Fermented Brown Ale,,Switchback Brewing Company,US,ALE,American Brown Ale,5.5,zzzbale.jpg
Sixth Day,,Goose Island Beer Co.,US,ALE,American Brown Ale,8.3,zzzbale.jpg
Sierra Nevada Tumbler Autumn Brown Ale,,Sierra Nevada Brewing Co.,US,ALE,American Brown Ale,5.5,zzzbale.jpg
Sierra Nevada Brown Ale,,Sierra Nevada Brewing Co.,US,ALE,American Brown Ale,5.5,zzzbale.jpg
Sick Day,,Long Trail Brewing Co.,US,ALE,American Brown Ale,6.8,zzzbale.jpg
Shrub Tundra,,Half Acre Beer Company,US,ALE,American Brown Ale,6.2,zzzbale.jpg
Shotgun Wedding,,Country Boy Brewing,US,ALE,American Brown Ale,5.3,zzzbale.jpg
Short's Bellaire Brown Ale,,Short's Brewing Company,US,ALE,American Brown Ale,7,zzzbale.jpg
Schlafly Sessions American Brown,,The Schlafly Tap Room,US,ALE,American Brown Ale,5,zzzbale.jpg
Saranac Brown Ale,,Matt Brewing Company / Saranac Brewery,US,ALE,American Brown Ale,6,zzzbale.jpg
Samuel Adams Hazel Brown,,Boston Beer Company (Samuel Adams),US,ALE,American Brown Ale,5.2,zzzbale.jpg
Rocky's Revenge Bourbon Brown,,Tyranena Brewing Company,US,ALE,American Brown Ale,6,zzzbale.jpg
Reunion: A Beer For Hope 2011,,Shmaltz Brewing Company,US,ALE,American Brown Ale,7.3,zzzbale.jpg
Reunion Ale '14,,Shmaltz Brewing Company,US,ALE,American Brown Ale,8,zzzbale.jpg
Reunion Ale '13 - A Beer For Hope,,Shmaltz Brewing Company,US,ALE,American Brown Ale,8,zzzbale.jpg
Reunion Ale '12,,Shmaltz Brewing Company,US,ALE,American Brown Ale,8,zzzbale.jpg
Raspberry Brown,,Lost Coast Brewery and Cafe,US,ALE,American Brown Ale,6.5,zzzbale.jpg
Profanity Ale,,The Shed Brewery,US,ALE,American Brown Ale,6.8,zzzbale.jpg
Prairie Okie,,Prairie Artisan Ales,US,ALE,American Brown Ale,12,zzzbale.jpg
Popskull,,3 Floyds Brewing Co.,US,ALE,American Brown Ale,10,zzzbale.jpg
Pimp,,Clown Shoes,US,ALE,American Brown Ale,10,zzzbale.jpg
Peter Brown Tribute Ale,,Bear Republic Brewing Co.,US,ALE,American Brown Ale,6.3,zzzbale.jpg
Pecan Ale,,Abita Brewing Co.,US,ALE,American Brown Ale,5.2,zzzbale.jpg
Peanut Butter Jelly Time,,Catawba Brewing Co.,US,ALE,American Brown Ale,5.8,zzzbale.jpg
Paradigm Brown Ale,,Kelsen Brewing Company,US,ALE,American Brown Ale,7,zzzbale.jpg
Palo Santo Marron,,Dogfish Head Craft Brewery,US,ALE,American Brown Ale,12,zzzbale.jpg
Over Ale,,Half Acre Beer Company,US,ALE,American Brown Ale,6,zzzbale.jpg
Otter Creek Winter Ale,,Otter Creek Brewing,US,ALE,American Brown Ale,5.8,zzzbale.jpg
Old Stitch,,AleWerks Brewing Company,US,ALE,American Brown Ale,5,zzzbale.jpg
Oaktown Brown Ale,,Calicraft Brewing Co.,US,ALE,American Brown Ale,6.7,zzzbale.jpg
"Oak Cliff Coffee Ale, Coffee Ale",,Deep Ellum Brewing Company,US,ALE,American Brown Ale,7.5,zzzbale.jpg
Nut Roll Ale,,Pennsylvania Brewing Company,US,ALE,American Brown Ale,5,zzzbale.jpg
Nut Brown Ale (Pub Series),,Full Sail Brewery & Tasting Room & Pub,US,ALE,American Brown Ale,6,zzzbale.jpg
Nut Brown Ale,,Mt. Carmel Brewing Company,US,ALE,American Brown Ale,6,zzzbale.jpg
Noble Sorrel,,Jackie O's Pub & Brewery,US,ALE,American Brown Ale,11,zzzbale.jpg
No Crusts,,Funky Buddha Brewery,US,ALE,American Brown Ale,6,zzzbale.jpg
Muy Bonita,,Funky Buddha Brewery,US,ALE,American Brown Ale,8.8,zzzbale.jpg
Moose Drool Brown Ale,,Big Sky Brewing Company,US,ALE,American Brown Ale,5.1,zzzbale.jpg
Moe's Bender,,Surly Brewing Company,US,ALE,American Brown Ale,5.5,zzzbale.jpg
Mission St. Brown Ale,,Steinhaus Brewing Co.,US,ALE,American Brown Ale,5.7,zzzbale.jpg
Maracaibo Especial,,Jolly Pumpkin Artisan Ales,US,ALE,American Brown Ale,7.5,zzzbale.jpg
Madtown Nutbrown,,Ale Asylum,US,ALE,American Brown Ale,5.5,zzzbale.jpg
Lumpy Gravy,,Lagunitas Brewing Company,US,ALE,American Brown Ale,7.2,zzzbale.jpg
Lost Trout,,Third Street Brewhouse,US,ALE,American Brown Ale,4.9,zzzbale.jpg
Lil' Griz,,Perrin Brewery,US,ALE,American Brown Ale,6.7,zzzbale.jpg
Lift Bridge Brown Ale,,Keweenaw Brewing Company,US,ALE,American Brown Ale,5,zzzbale.jpg
L'deracola,,The Bruery,US,ALE,American Brown Ale,7.1,zzzbale.jpg
Koko Brown,,Kona Brewing Co.,US,ALE,American Brown Ale,5.5,zzzbale.jpg
Kill Devil Brown Ale (Brothers' Reserve Series),,Widmer Brothers Brewing Company,US,ALE,American Brown Ale,9.5,zzzbale.jpg
Kick-Ass Brown,,C.H. Evans Brewing Company,US,ALE,American Brown Ale,5,zzzbale.jpg
Kentucky Honey Barrel Brown Ale,,Alltech's Lexington Brewing and Distilling Co.,US,ALE,American Brown Ale,10,zzzbale.jpg
Jupiter (The Bringer Of Jollity),,Bell's Brewery - Eccentric Caf챕 & General Store,US,ALE,American Brown Ale,8,zzzbale.jpg
John John Hazelnut (Rum Barrel Aged),,Rogue Ales,US,ALE,American Brown Ale,5,zzzbale.jpg
Janet's Brown Ale,,Russian River Brewing Company,US,ALE,American Brown Ale,7.9,zzzbale.jpg
James E. Pepper 1776 American Brown Ale,,Georgetown Trading Co.,US,ALE,American Brown Ale,10.2,zzzbale.jpg
Indian Brown Ale,,Dogfish Head Craft Brewery,US,ALE,American Brown Ale,7.2,zzzbale.jpg
Improv (Improvisaci처n) Oatmeal Rye India-Style Brown Ale,,Cigar City Brewing,US,ALE,American Brown Ale,9,zzzbale.jpg
Imperial Nut Brown Ale,,Tommyknocker Brewery,US,ALE,American Brown Ale,9,zzzbale.jpg
Humboldt Brown (Ale Brewed With Hemp),,Humboldt Brewing Co.,US,ALE,American Brown Ale,5.7,zzzbale.jpg
Horny Goat Brownie Porter,,Horny Goat Brewing Co.,US,ALE,American Brown Ale,5.6,zzzbale.jpg
He'Brew Monumental Jewbelation (10),,Shmaltz Brewing Company,US,ALE,American Brown Ale,10,zzzbale.jpg
He'Brew Messiah Nut Brown Ale,,Shmaltz Brewing Company,US,ALE,American Brown Ale,5.2,zzzbale.jpg
He'Brew Messiah Bold,,Shmaltz Brewing Company,US,ALE,American Brown Ale,5.6,zzzbale.jpg
He'Brew Jewbelation 5766 (9),,Shmaltz Brewing Company,US,ALE,American Brown Ale,9,zzzbale.jpg
He'Brew Jewbelation 12,,Shmaltz Brewing Company,US,ALE,American Brown Ale,12,zzzbale.jpg
Hazelnut Brown Nectar,,Rogue Ales,US,ALE,American Brown Ale,5.6,zzzbale.jpg
Granola Brown Ale,,Black Hog Brewing Co.,US,ALE,American Brown Ale,5.5,zzzbale.jpg
Goose Winter Ale,,Goose Island Beer Co.,US,ALE,American Brown Ale,5.3,zzzbale.jpg
Good Humans Ale (Dry Hopped Double Brown Ale),,Short's Brewing Company,US,ALE,American Brown Ale,9.2,zzzbale.jpg
Gnarly Brown,,MadTree Brewing,US,ALE,American Brown Ale,7,zzzbale.jpg
George,,Hill Farmstead Brewery,US,ALE,American Brown Ale,6,zzzbale.jpg
Fresh Roast Brown,,Rogue Ales,US,ALE,American Brown Ale,5.7,zzzbale.jpg
French Toast,,Funky Buddha Brewery,US,ALE,American Brown Ale,8.8,zzzbale.jpg
Frangelic Mountain Brown,,Founders Brewing Company,US,ALE,American Brown Ale,9,zzzbale.jpg
Flashback Ale,,Boulder Beer / Wilderness Pub,US,ALE,American Brown Ale,6.8,zzzbale.jpg
Face Down Brown,,Telluride Brewing Co.,US,ALE,American Brown Ale,5.7,zzzbale.jpg
Ellie's Brown Ale,,Avery Brewing Company,US,ALE,American Brown Ale,5.5,zzzbale.jpg
Duke's Cold Nose Brown Ale,,Bold City Brewery,US,ALE,American Brown Ale,6,zzzbale.jpg
Drift Line,,Kane Brewing Company,US,ALE,American Brown Ale,5.8,zzzbale.jpg
Dos Perros,,Yazoo Brewing Company,US,ALE,American Brown Ale,4.9,zzzbale.jpg
Doryman's Dark Ale,,Pelican Pub & Brewery,US,ALE,American Brown Ale,6.2,zzzbale.jpg
Don't Tell Reece,,Funky Buddha Brewery,US,ALE,American Brown Ale,9.3,zzzbale.jpg
Dirty Little Freak,,DuClaw Brewing Company,US,ALE,American Brown Ale,5.8,zzzbale.jpg
Decadent Dark Chocolate Ale,,Atwater Brewery,US,ALE,American Brown Ale,4.5,zzzbale.jpg
Daniel Boone,,Olde Hickory Brewery,US,ALE,American Brown Ale,8.5,zzzbale.jpg
Cooter Brown,,Jekyll Brewing,US,ALE,American Brown Ale,6,zzzbale.jpg
Coffee Okie,,Prairie Artisan Ales,US,ALE,American Brown Ale,13,zzzbale.jpg
Coffee Brown,,Saint Archer Brewing Co.,US,ALE,American Brown Ale,6,zzzbale.jpg
Coffee Bender,,Surly Brewing Company,US,ALE,American Brown Ale,5.5,zzzbale.jpg
Coconut Brown,,Blackrocks Brewery,US,ALE,American Brown Ale,6.8,zzzbale.jpg
Coco Loco Toasted Coconut Brown Ale,,Kona Brewing Co.,US,ALE,American Brown Ale,5.2,zzzbale.jpg
Christmas Ale 2013,,Abita Brewing Co.,US,ALE,American Brown Ale,5.5,zzzbale.jpg
Christmas Ale 2012,,Abita Brewing Co.,US,ALE,American Brown Ale,5.5,zzzbale.jpg
Christmas Ale 2011,,Abita Brewing Co.,US,ALE,American Brown Ale,5.5,zzzbale.jpg
Christmas Ale,,Goose Island Beer Co.,US,ALE,American Brown Ale,7.3,zzzbale.jpg
Chickow!,,Triple Digit Brewing Co.,US,ALE,American Brown Ale,10,zzzbale.jpg
Chestnut Hill,,Lift Bridge Brewery,US,ALE,American Brown Ale,7,zzzbale.jpg
Cast Iron Oatmeal Brown,,4 Hands Brewing Co.,US,ALE,American Brown Ale,5.5,zzzbale.jpg
Cashew Mountain Brown,,Founders Brewing Company,US,ALE,American Brown Ale,10,zzzbale.jpg
Cacao Bender,,Surly Brewing Company,US,ALE,American Brown Ale,5.1,zzzbale.jpg
Cabin Fever Brown Ale,,New Holland Brewing Company,US,ALE,American Brown Ale,6.5,zzzbale.jpg
C.O.B. (Coffee Oatmeal Brown),,Free Will Brewing Co.,US,ALE,American Brown Ale,8.3,zzzbale.jpg
Buzzsaw Brown,,Deschutes Brewery,US,ALE,American Brown Ale,4.8,zzzbale.jpg
Butta' Cup Peanut Butter Cup Double Brown Ale,,Funky Buddha Brewery,US,ALE,American Brown Ale,8.8,zzzbale.jpg
Burly Brown,,Stevens Point Brewery,US,ALE,American Brown Ale,5,zzzbale.jpg
Brunch. Dinner. Grub.,,Carton Brewing Company,US,ALE,American Brown Ale,6,zzzbale.jpg
Brownstone,,Sixpoint Brewery,US,ALE,American Brown Ale,6,zzzbale.jpg
Brown Cow Brown Ale,,Carson's Brewery,US,ALE,American Brown Ale,5,zzzbale.jpg
Brown Bird Brown Ale,,Captain Lawrence Brewing Co.,US,ALE,American Brown Ale,4.8,zzzbale.jpg
Brown Angel,,Clown Shoes,US,ALE,American Brown Ale,7,zzzbale.jpg
Brown Ale,,The Duck-Rabbit Craft Brewery,US,ALE,American Brown Ale,5.6,zzzbale.jpg
Brown,,Good People Brewing Company,US,ALE,American Brown Ale,5.8,zzzbale.jpg
Brooklyn Dark Matter,,Brooklyn Brewery,US,ALE,American Brown Ale,7.5,zzzbale.jpg
Brekle's Brown,,Anchor Brewing Company,US,ALE,American Brown Ale,6,zzzbale.jpg
Bravo Imperial Brown Ale,,Firestone Walker Brewing Co.,US,ALE,American Brown Ale,13.2,zzzbale.jpg
Bootlegger Brown Ale,,Independence Brewing Co.,US,ALE,American Brown Ale,6,zzzbale.jpg
Bonita Applebum,,Funky Buddha Brewery,US,ALE,American Brown Ale,6,zzzbale.jpg
Bonfire Brown,,Saugatuck Brewing Company,US,ALE,American Brown Ale,5.5,zzzbale.jpg
Bolo Coconut Brown,,Burial Beer Co.,US,ALE,American Brown Ale,5.6,zzzbale.jpg
Board Meeting,,Port Brewing,US,ALE,American Brown Ale,8.5,zzzbale.jpg
Blue Moon Mountain Abbey Ale,,Coors Brewing Company (Molson-Coors),US,ALE,American Brown Ale,5.6,zzzbale.jpg
Blue Moon First Peach Ale,,Coors Brewing Company (Molson-Coors),US,ALE,American Brown Ale,5.6,zzzbale.jpg
Best Brown Ale,,Bell's Brewery - Eccentric Caf챕 & General Store,US,ALE,American Brown Ale,5.8,zzzbale.jpg
Bender,,Surly Brewing Company,US,ALE,American Brown Ale,5.1,zzzbale.jpg
Beer Camp Across America - Family Values,,Sierra Nevada Brewing Co.,US,ALE,American Brown Ale,8.5,zzzbale.jpg
Bearwalker Brown,,Jackalope Brewing Company,US,ALE,American Brown Ale,5.1,zzzbale.jpg
Bear,,Tree House Brewing Company,US,ALE,American Brown Ale,6.4,zzzbale.jpg
Batshit Crazy,,MobCraft Beer,US,ALE,American Brown Ale,5.6,zzzbale.jpg
Barrel Aged Muy Bonita (Laird's Apple Brandy),,Funky Buddha Brewery,US,ALE,American Brown Ale,10.2,zzzbale.jpg
Bacon Brown Ale,,Uncommon Brewers,US,ALE,American Brown Ale,6.8,zzzbale.jpg
Attic & Eaves Toasted Brown Ale,,Somerville Brewing Company (Slumbrew),US,ALE,American Brown Ale,7.5,zzzbale.jpg
A-Town Brown Ale,,Atlanta Brewing Company,US,ALE,American Brown Ale,6,zzzbale.jpg
American Brown,,The Civil Life Brewing Company,US,ALE,American Brown Ale,4.8,zzzbale.jpg
Ale,,Tallgrass Brewing Company,US,ALE,American Brown Ale,4.4,zzzbale.jpg
Abita Bourbon Street - Maple Pecan,,Abita Brewing Co.,US,ALE,American Brown Ale,8.5,zzzbale.jpg
8th Anniversary Ale,,Stone Brewing,US,ALE,American Brown Ale,7.8,zzzbale.jpg
100 Barrel Series #49 - Brown IPA,,Harpoon Brewery & Beer Hall,US,ALE,American Brown Ale,5.7,zzzbale.jpg
(512) Bruin,,(512) Brewing Company,US,ALE,American Brown Ale,7.6,zzzbale.jpg
Hop Hog,,Feral Brewing Co.,AU,ALE,American IPA,5.8,zzzipa.jpg
Viven Imperial IPA,,Brouwerij Van Viven,BE,ALE,American Imperial IPA,8,zzzipa.jpg
Vedett Extra Ordinary IPA,,Brouwerij Duvel Moortgat NV,BE,ALE,Belgian IPA,6,zzzipa.jpg
Urthel Hop-It,,De Leyerth Brouwerijen (Urthel),BE,ALE,Belgian IPA,9.5,zzzipa.jpg
Troubadour Magma,,Brouwerij De Musketiers,BE,ALE,Belgian IPA,9,zzzipa.jpg
Svea IPA,,De Struise Brouwers,BE,ALE,Belgian IPA,7,zzzipa.jpg
Struise / Mikkeller (Elliot Brew),,De Struise Brouwers,BE,ALE,American Imperial IPA,9,zzzipa.jpg
Shark Pants,,De Struise Brouwers,BE,ALE,Belgian IPA,9,zzzipa.jpg
Poperings Hommel Bier,,Leroy Breweries,BE,ALE,Belgian IPA,7.5,zzzipa.jpg
Piraat Triple Hop Dry Hopped Ale,,Brouwerij Van Steenberge N.V.,BE,ALE,Belgian IPA,10.5,zzzipa.jpg
Ignis Et Flamma,,De Struise Brouwers,BE,ALE,Belgian IPA,7,zzzipa.jpg
Houblon Chouffe Dobbelen IPA Tripel,,Brasserie d'Achouffe,BE,ALE,Belgian IPA,9,zzzipa.jpg
Gouden Carolus Hopsinjoor,,Brouwerij Het Anker,BE,ALE,Belgian IPA,8,zzzipa.jpg
Gaspar Ale,,Picobrouwerij Alvinne,BE,ALE,Belgian IPA,8,zzzipa.jpg
Duvel Tripel Hop 2017 (Citra),,Brouwerij Duvel Moortgat NV,BE,ALE,Belgian IPA,9.5,zzzipa.jpg
Duvel Tripel Hop 2016 (Experimental Hop HBC 291),,Brouwerij Duvel Moortgat NV,BE,ALE,Belgian IPA,9.5,zzzipa.jpg
Duvel Tripel Hop 2015 (Equinox),,Brouwerij Duvel Moortgat NV,BE,ALE,Belgian IPA,9.5,zzzipa.jpg
Duvel Tripel Hop 2013 Sorachi Ace,,Brouwerij Duvel Moortgat NV,BE,ALE,Belgian IPA,9.5,zzzipa.jpg
Duvel Tripel Hop 2012 (Citra Hops),,Brouwerij Duvel Moortgat NV,BE,ALE,Belgian IPA,9.5,zzzipa.jpg
Duvel Tripel Hop,,Brouwerij Duvel Moortgat NV,BE,ALE,Belgian IPA,9.5,zzzipa.jpg
